"Study.name","Group","Treatment.days","Study.stage","Days.since.Tx.start","Washout.period","CFU","Culture.status","Adjusted.16S.Original","T50","T50_ci_low","T50_ci_up","T95","T95_ci_low","T95_ci_up","T95_SE"
"Gates-BC-Rel-01","PaMZ",112,"On Treatment",112,"no washout",1.63,"Negative",2488073,10.9916884864355,10.4365956898173,11.5467812830537,13.153039789056,12.5979469924378,13.7081325856742,0.283210610519491
"Gates-BC-Rel-01","PaMZ",112,"On Treatment",112,"no washout",1.63,"Negative",1203052,10.9916884864355,10.4365956898173,11.5467812830537,13.153039789056,12.5979469924378,13.7081325856742,0.283210610519491
"Gates-BC-Rel-01","PaMZ",28,"On Treatment",28,"no washout",2420,"Positive",467052918,10.9916884864355,10.4365956898173,11.5467812830537,13.153039789056,12.5979469924378,13.7081325856742,0.283210610519491
"Gates-BC-Rel-01","PaMZ",112,"On Treatment",112,"no washout",1.63,"Negative",1458823,10.9916884864355,10.4365956898173,11.5467812830537,13.153039789056,12.5979469924378,13.7081325856742,0.283210610519491
"Gates-BC-Rel-01","PaMZ",112,"On Treatment",112,"no washout",1.63,"Negative",1252194,10.9916884864355,10.4365956898173,11.5467812830537,13.153039789056,12.5979469924378,13.7081325856742,0.283210610519491
"Gates-BC-Rel-01","PaMZ",112,"On Treatment",112,"no washout",1.63,"Negative",2432032,10.9916884864355,10.4365956898173,11.5467812830537,13.153039789056,12.5979469924378,13.7081325856742,0.283210610519491
"Gates-BC-Rel-01","PaMZ",140,"On Treatment",140,"no washout",1.63,"Negative",16373930,10.9916884864355,10.4365956898173,11.5467812830537,13.153039789056,12.5979469924378,13.7081325856742,0.283210610519491
"Gates-BC-Rel-01","PaMZ",140,"On Treatment",140,"no washout",1.63,"Negative",11873561,10.9916884864355,10.4365956898173,11.5467812830537,13.153039789056,12.5979469924378,13.7081325856742,0.283210610519491
"Gates-BC-Rel-01","PaMZ",140,"On Treatment",140,"no washout",1.63,"Negative",9836884,10.9916884864355,10.4365956898173,11.5467812830537,13.153039789056,12.5979469924378,13.7081325856742,0.283210610519491
"Gates-BC-Rel-01","PaMZ",140,"On Treatment",140,"no washout",1.63,"Negative",30061818,10.9916884864355,10.4365956898173,11.5467812830537,13.153039789056,12.5979469924378,13.7081325856742,0.283210610519491
"Gates-BC-Rel-01","PaMZ",140,"On Treatment",140,"no washout",1.63,"Negative",4067462,10.9916884864355,10.4365956898173,11.5467812830537,13.153039789056,12.5979469924378,13.7081325856742,0.283210610519491
"Gates-BC-Rel-01","PaMZ",112,"On Treatment",112,"no washout",1.63,"Negative",6472558,10.9916884864355,10.4365956898173,11.5467812830537,13.153039789056,12.5979469924378,13.7081325856742,0.283210610519491
"Gates-BC-Rel-01","PreRx",0,"On Treatment",0,"no washout",20600000,"Positive",919402142,NA,NA,NA,NA,NA,NA,NA
"Gates-BC-Rel-01","PreRx",0,"On Treatment",0,"no washout",12700000,"Positive",915402131,NA,NA,NA,NA,NA,NA,NA
"Gates-BC-Rel-01","PreRx",0,"On Treatment",0,"no washout",20200000,"Positive",2480907718,NA,NA,NA,NA,NA,NA,NA
"Gates-BC-Rel-01","PreRx",0,"On Treatment",0,"no washout",20400000,"Positive",1790441572,NA,NA,NA,NA,NA,NA,NA
"Gates-BC-Rel-01","PreRx",0,"On Treatment",0,"no washout",15900000,"Positive",2005707634,NA,NA,NA,NA,NA,NA,NA
"Gates-BC-Rel-01","PreRx",0,"On Treatment",0,"no washout",15700000,"Positive",1716742908,NA,NA,NA,NA,NA,NA,NA
"TBDA-BC-Rel-01","BDOS",14,"On Treatment",14,"no washout",24375,"Positive",129682820,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",14,"On Treatment",14,"no washout",28125,"Positive",108411694,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",14,"On Treatment",14,"no washout",16875,"Positive",219688442,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",14,"On Treatment",14,"no washout",24375,"Positive",141270541,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",14,"On Treatment",14,"no washout",18750,"Positive",597314717,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",28,"On Treatment",28,"no washout",118.75,"Positive",314026777,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",28,"On Treatment",28,"no washout",43.75,"Positive",180887229,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",28,"On Treatment",28,"no washout",68.75,"Positive",124528343,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",28,"On Treatment",28,"no washout",1103.13,"Positive",23456773,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",28,"On Treatment",28,"no washout",90.63,"Positive",26749917,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",42,"On Treatment",42,"no washout",1.5625,"Negative",75130177,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",42,"On Treatment",42,"no washout",1.5625,"Negative",65359007,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",42,"On Treatment",42,"no washout",3.125,"Positive",53852511,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",42,"On Treatment",42,"no washout",3.125,"Positive",38066116,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",42,"On Treatment",42,"no washout",1.5625,"Negative",33951653,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",56,"On Treatment",56,"no washout",1.5625,"Negative",77239864,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",56,"On Treatment",56,"no washout",1.5625,"Negative",22523113,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",56,"On Treatment",56,"no washout",1.5625,"Negative",23013872,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",56,"On Treatment",56,"no washout",1.5625,"Negative",35448667,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",56,"On Treatment",56,"no washout",1.5625,"Negative",58560124,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",70,"On Treatment",70,"no washout",1.5625,"Negative",3913592,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",70,"On Treatment",70,"no washout",1.5625,"Negative",5929851,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",70,"On Treatment",70,"no washout",1.5625,"Negative",9243973,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",70,"On Treatment",70,"no washout",1.5625,"Negative",5656623,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BDOS",70,"On Treatment",70,"no washout",1.5625,"Negative",9325696,10.1490421954899,9.91965755530417,10.3784268356757,12.1446996958497,11.9153150556639,12.3740843360355,0.117032979686617
"TBDA-BC-Rel-01","BPaMZ",14,"On Treatment",14,"no washout",9375,"Positive",445623687,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",14,"On Treatment",14,"no washout",6000,"Positive",336026643,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",14,"On Treatment",14,"no washout",5625,"Positive",96794147,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",14,"On Treatment",14,"no washout",12750,"Positive",268767075,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",14,"On Treatment",14,"no washout",12375,"Positive",131254032,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",28,"On Treatment",28,"no washout",3.125,"Positive",23959149,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",28,"On Treatment",28,"no washout",1.5625,"Negative",39359600,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",28,"On Treatment",28,"no washout",1.5625,"Negative",17872024,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",28,"On Treatment",28,"no washout",1.5625,"Negative",33902404,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",28,"On Treatment",28,"no washout",1.5625,"Negative",13420038,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",42,"On Treatment",42,"no washout",1.5625,"Negative",10775362,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",42,"On Treatment",42,"no washout",1.5625,"Negative",5176139,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",42,"On Treatment",42,"no washout",1.5625,"Negative",5883022,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",42,"On Treatment",42,"no washout",3.125,"Positive",7239582,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",42,"On Treatment",42,"no washout",1.5625,"Negative",11238346,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",56,"On Treatment",56,"no washout",1.5625,"Negative",25252730,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",56,"On Treatment",56,"no washout",1.5625,"Negative",3773706,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",56,"On Treatment",56,"no washout",1.5625,"Negative",2344022,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",56,"On Treatment",56,"no washout",1.5625,"Negative",1640839,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaMZ",56,"On Treatment",56,"no washout",1.5625,"Negative",5986416,4.21720202771572,4.08361919996824,4.3507848554632,5.04645179286924,4.91286896512177,5.18003462061672,0.0681545039527946
"TBDA-BC-Rel-01","BPaOS",14,"On Treatment",14,"no washout",22500,"Positive",456862510,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",14,"On Treatment",14,"no washout",50625,"Positive",160487664,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",14,"On Treatment",14,"no washout",131250,"Positive",222200132,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",14,"On Treatment",14,"no washout",58125,"Positive",107968728,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",14,"On Treatment",14,"no washout",16500,"Positive",47920378,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",28,"On Treatment",28,"no washout",446.88,"Positive",16441301,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",28,"On Treatment",28,"no washout",6.25,"Positive",50851338,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",28,"On Treatment",28,"no washout",46.88,"Positive",31207558,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",28,"On Treatment",28,"no washout",96.88,"Positive",1827118,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",42,"On Treatment",42,"no washout",3.125,"Positive",43544046,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",42,"On Treatment",42,"no washout",1.5625,"Negative",35155580,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",42,"On Treatment",42,"no washout",3.125,"Positive",56805365,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",42,"On Treatment",42,"no washout",1.5625,"Negative",66791827,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",42,"On Treatment",42,"no washout",3.125,"Positive",74406910,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",56,"On Treatment",56,"no washout",1.5625,"Negative",98152795,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",56,"On Treatment",56,"no washout",1.5625,"Negative",45219066,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",56,"On Treatment",56,"no washout",1.5625,"Negative",33709549,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",56,"On Treatment",56,"no washout",1.5625,"Negative",38465905,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",56,"On Treatment",56,"no washout",1.5625,"Negative",37137896,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",70,"On Treatment",70,"no washout",1.5625,"Negative",12860651,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",70,"On Treatment",70,"no washout",1.5625,"Negative",6002390,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",70,"On Treatment",70,"no washout",1.5625,"Negative",8627707,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",70,"On Treatment",70,"no washout",1.5625,"Negative",11048612,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","BPaOS",70,"On Treatment",70,"no washout",1.5625,"Negative",4120033,8.60806862649055,8.3692343560422,8.84690289693889,10.3007166997936,10.0618824293452,10.5395509702419,0.121854219616504
"TBDA-BC-Rel-01","PreRx",0,"On Treatment",0,"no washout",67968750,"Positive",840388882,NA,NA,NA,NA,NA,NA,NA
"TBDA-BC-Rel-01","PreRx",0,"On Treatment",0,"no washout",49218750,"Positive",579814244,NA,NA,NA,NA,NA,NA,NA
"TBDA-BC-Rel-01","PreRx",0,"On Treatment",0,"no washout",22968750,"Positive",435234867,NA,NA,NA,NA,NA,NA,NA
"TBDA-BC-Rel-01","PreRx",0,"On Treatment",0,"no washout",51562500,"Positive",229301341,NA,NA,NA,NA,NA,NA,NA
"TBDA-BC-Rel-01","PreRx",0,"On Treatment",0,"no washout",20625000,"Positive",473779133,NA,NA,NA,NA,NA,NA,NA
"TBDA-BC-Rel-01","PreRx",0,"On Treatment",0,"no washout",65625000,"Positive",446545199,NA,NA,NA,NA,NA,NA,NA
"TBDA-BC-Rel-01","PreRx",0,"On Treatment",0,"no washout",28125000,"Positive",272870536,NA,NA,NA,NA,NA,NA,NA
"TBDA-BC-Rel-01","PreRx",0,"On Treatment",0,"no washout",21562500,"Positive",786213815,NA,NA,NA,NA,NA,NA,NA
"TBDA-BC-Rel-01","PreRx",0,"On Treatment",0,"no washout",42187500,"Positive",1341340608,NA,NA,NA,NA,NA,NA,NA
