Study.name,Group,Full.name,WL.num,Sample.type,Study.stage,Days.since.Tx.start,Treatment.days,Washout.period,CFU,Adjusted.16S.Original,Culture.status,CFU_LOD,uL.template.RTP.16S.Original,cDNA.dilution.RTP.16S.Original,Median.Count.RTP.16S.Original,uL.RNA.into.RT.RTP.16S.Original,T50,T50_ci_low,T50_ci_up,T95,T95_ci_low,T95_ci_up
Gates-BC-Rel-01,BPaMZ,Gates-BC-Rel-01_4wk_Grp 5: BPaMZ_LG E,5834,mouse,On Treatment,28,28,0,1.630434783,114410181.7,NA,NA,2,10,30509.38178,2,4.567387498,4.12906636,5.005708636,5.472737181,5.034416042,5.911058319
Gates-BC-Rel-01,BPaMZ,Gates-BC-Rel-01_4wk_Grp 5: BPaMZ_LG F,5835,mouse,On Treatment,28,28,0,1.630434783,173791583,NA,NA,2,10,46344.42212,2,4.567387498,4.12906636,5.005708636,5.472737181,5.034416042,5.911058319
Gates-BC-Rel-01,BPaMZ,Gates-BC-Rel-01_6wk_Grp 5: BPaMZ_LG A,5856,mouse,On Treatment,42,42,0,1.630434783,23800598.3,NA,NA,2,10,6346.826213,2,4.567387498,4.12906636,5.005708636,5.472737181,5.034416042,5.911058319
Gates-BC-Rel-01,BPaMZ,Gates-BC-Rel-01_6wk_Grp 5: BPaMZ_LG B,5857,mouse,On Treatment,42,42,0,1.630434783,26393623.44,NA,NA,2,10,7038.299583,2,4.567387498,4.12906636,5.005708636,5.472737181,5.034416042,5.911058319
Gates-BC-Rel-01,BPaMZ,Gates-BC-Rel-01_6wk_Grp 5: BPaMZ_LG C,5858,mouse,On Treatment,42,42,0,1.630434783,36615626.49,NA,NA,2,10,9764.16706,2,4.567387498,4.12906636,5.005708636,5.472737181,5.034416042,5.911058319
Gates-BC-Rel-01,BPaMZ,Gates-BC-Rel-01_6wk_Grp 5: BPaMZ_LG D,5859,mouse,On Treatment,42,42,0,1.630434783,57862905.18,NA,NA,2,10,15430.10804,2,4.567387498,4.12906636,5.005708636,5.472737181,5.034416042,5.911058319
Gates-BC-Rel-01,BPaMZ,Gates-BC-Rel-01_6wk_Grp 5: BPaMZ_LG E,5860,mouse,On Treatment,42,42,0,1.630434783,39868722.69,NA,NA,2,10,10631.65938,2,4.567387498,4.12906636,5.005708636,5.472737181,5.034416042,5.911058319
Gates-BC-Rel-01,BPaMZ,Gates-BC-Rel-01_6wk_Grp 5: BPaMZ_LG F,5861,mouse,On Treatment,42,42,0,1.630434783,46881663.57,NA,NA,2,10,12501.77695,2,4.567387498,4.12906636,5.005708636,5.472737181,5.034416042,5.911058319
Gates-BC-Rel-01,BPaL,Gates-BC-Rel-01_8wk_Grp 4: BPaL_LG A,5862,mouse,On Treatment,56,56,0,3.26,27414449.14,NA,NA,2,10,7310.519771,2,8.204487147,7.991936648,8.417037646,9.83078442,9.618233921,10.04333492
Gates-BC-Rel-01,BPaL,Gates-BC-Rel-01_8wk_Grp 4: BPaL_LG B,5863,mouse,On Treatment,56,56,0,6.52,93053004.45,NA,NA,2,10,24814.13452,2,8.204487147,7.991936648,8.417037646,9.83078442,9.618233921,10.04333492
Gates-BC-Rel-01,BPaL,Gates-BC-Rel-01_8wk_Grp 4: BPaL_LG C,5864,mouse,On Treatment,56,56,0,3.26,14764676.63,NA,NA,2,10,3937.247102,2,8.204487147,7.991936648,8.417037646,9.83078442,9.618233921,10.04333492
Gates-BC-Rel-01,BPaL,Gates-BC-Rel-01_8wk_Grp 4: BPaL_LG D,5865,mouse,On Treatment,56,56,0,1.630434783,29236419.41,NA,NA,2,10,7796.378509,2,8.204487147,7.991936648,8.417037646,9.83078442,9.618233921,10.04333492
Gates-BC-Rel-01,BPaL,Gates-BC-Rel-01_8wk_Grp 4: BPaL_LG E,5866,mouse,On Treatment,56,56,0,1.630434783,33854612.01,NA,NA,2,10,9027.89654,2,8.204487147,7.991936648,8.417037646,9.83078442,9.618233921,10.04333492
Gates-BC-Rel-01,BPaL,Gates-BC-Rel-01_8wk_Grp 4: BPaL_LG F,5867,mouse,On Treatment,56,56,0,1.630434783,46197274.14,NA,NA,2,10,12319.27311,2,8.204487147,7.991936648,8.417037646,9.83078442,9.618233921,10.04333492
Gates-BC-Rel-01,BPaMZ,Gates-BC-Rel-01_8wk_Grp 5: BPaMZ_LG A,5868,mouse,On Treatment,56,56,0,1.630434783,10259613.43,NA,NA,2,10,2735.896914,2,4.567387498,4.12906636,5.005708636,5.472737181,5.034416042,5.911058319
Gates-BC-Rel-01,BPaMZ,Gates-BC-Rel-01_8wk_Grp 5: BPaMZ_LG B,5869,mouse,On Treatment,56,56,0,1.630434783,11726265.91,NA,NA,2,10,3127.004242,2,4.567387498,4.12906636,5.005708636,5.472737181,5.034416042,5.911058319
Gates-BC-Rel-01,BPaMZ,Gates-BC-Rel-01_8wk_Grp 5: BPaMZ_LG C,5870,mouse,On Treatment,56,56,0,1.630434783,14164949.08,NA,NA,2,10,3777.319755,2,4.567387498,4.12906636,5.005708636,5.472737181,5.034416042,5.911058319
Gates-BC-Rel-01,BPaMZ,Gates-BC-Rel-01_8wk_Grp 5: BPaMZ_LG D,5871,mouse,On Treatment,56,56,0,1.630434783,18517025.85,NA,NA,2,10,4937.873561,2,4.567387498,4.12906636,5.005708636,5.472737181,5.034416042,5.911058319
Gates-BC-Rel-01,BPaMZ,Gates-BC-Rel-01_8wk_Grp 5: BPaMZ_LG E,5872,mouse,On Treatment,56,56,0,1.630434783,9961141.878,NA,NA,2,10,2656.304501,2,4.567387498,4.12906636,5.005708636,5.472737181,5.034416042,5.911058319
Gates-BC-Rel-01,BPaMZ,Gates-BC-Rel-01_8wk_Grp 5: BPaMZ_LG F,5873,mouse,On Treatment,56,56,0,1.630434783,17373702.42,NA,NA,2,10,4632.987311,2,4.567387498,4.12906636,5.005708636,5.472737181,5.034416042,5.911058319
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_12wk_Grp 3: PaMZ_LG A,6346,mouse,On Treatment,84,84,0,1.630434783,36035737.8,NA,NA,2,10,9609.530082,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_12wk_Grp 3: PaMZ_LG B,6347,mouse,On Treatment,84,84,0,1.630434783,27329114.11,NA,NA,2,10,7287.763763,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_12wk_Grp 3: PaMZ_LG C,6348,mouse,On Treatment,84,84,0,1.630434783,14686572.54,NA,NA,2,10,3916.419344,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_12wk_Grp 3: PaMZ_LG D,6349,mouse,On Treatment,84,84,0,1.630434783,12521646.92,NA,NA,2,10,3339.105844,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_12wk_Grp 3: PaMZ_LG E,6350,mouse,On Treatment,84,84,0,1.630434783,20135457.3,NA,NA,2,10,5369.455279,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_12wk_Grp 3: PaMZ_LG F,6351,mouse,On Treatment,84,84,0,1.630434783,32287085.43,NA,NA,2,10,8609.889447,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Gates-BC-Rel-01,BPaL,Gates-BC-Rel-01_12wk_Grp 4: BPaL_LG A,6352,mouse,On Treatment,84,84,0,1.630434783,11879460.68,NA,NA,2,10,3167.856183,2,8.204487147,7.991936648,8.417037646,9.83078442,9.618233921,10.04333492
Gates-BC-Rel-01,BPaL,Gates-BC-Rel-01_12wk_Grp 4: BPaL_LG B,6353,mouse,On Treatment,84,84,0,1.630434783,9628888.269,NA,NA,2,10,2567.703538,2,8.204487147,7.991936648,8.417037646,9.83078442,9.618233921,10.04333492
Gates-BC-Rel-01,BPaL,Gates-BC-Rel-01_12wk_Grp 4: BPaL_LG C,6354,mouse,On Treatment,84,84,0,1.630434783,5634386.691,NA,NA,2,10,1502.503118,2,8.204487147,7.991936648,8.417037646,9.83078442,9.618233921,10.04333492
Gates-BC-Rel-01,BPaL,Gates-BC-Rel-01_12wk_Grp 4: BPaL_LG D,6355,mouse,On Treatment,84,84,0,1.630434783,36416008.11,NA,NA,2,10,9710.935494,2,8.204487147,7.991936648,8.417037646,9.83078442,9.618233921,10.04333492
Gates-BC-Rel-01,BPaL,Gates-BC-Rel-01_12wk_Grp 4: BPaL_LG E,6356,mouse,On Treatment,84,84,0,1.630434783,21887738.12,NA,NA,2,10,5836.730166,2,8.204487147,7.991936648,8.417037646,9.83078442,9.618233921,10.04333492
Gates-BC-Rel-01,BPaL,Gates-BC-Rel-01_12wk_Grp 4: BPaL_LG F,6357,mouse,On Treatment,84,84,0,1.630434783,12629572.19,NA,NA,2,10,3367.885917,2,8.204487147,7.991936648,8.417037646,9.83078442,9.618233921,10.04333492
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_14wk_Grp 2: 3HR_LG A,6358,mouse,On Treatment,98,98,0,3.26,18282721.58,NA,NA,2,10,4875.39242,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_14wk_Grp 2: 3HR_LG B,6359,mouse,On Treatment,98,98,0,3.26,22175807.35,NA,NA,2,10,5913.548625,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_14wk_Grp 2: 3HR_LG C,6360,mouse,On Treatment,98,98,0,3.26,21024959.72,NA,NA,2,10,5606.655924,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_14wk_Grp 2: 3HR_LG D,6361,mouse,On Treatment,98,98,0,3.26,20106048.98,NA,NA,2,10,5361.61306,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_14wk_Grp 2: 3HR_LG E,6362,mouse,On Treatment,98,98,0,1.630434783,11207739.28,NA,NA,2,10,2988.730474,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_14wk_Grp 2: 3HR_LG F,6363,mouse,On Treatment,98,98,0,1.630434783,21044423.17,NA,NA,2,10,5611.846178,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_16wk_Grp 2: 3HR_LG A,6394,mouse,On Treatment,112,112,0,1.630434783,674044.1904,NA,NA,2,10,179.7451174,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_16wk_Grp 2: 3HR_LG B,6395,mouse,On Treatment,112,112,0,1.630434783,3541975.422,NA,NA,2,10,944.5267793,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_16wk_Grp 2: 3HR_LG C,6396,mouse,On Treatment,112,112,0,1.630434783,2187926.422,NA,NA,2,10,583.4470459,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_16wk_Grp 2: 3HR_LG D,6397,mouse,On Treatment,112,112,0,7.5,3589783.572,NA,NA,2,10,957.2756192,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_16wk_Grp 2: 3HR_LG E,6398,mouse,On Treatment,112,112,0,1.630434783,1871011.251,NA,NA,2,10,498.9363335,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_16wk_Grp 2: 3HR_LG F,6399,mouse,On Treatment,112,112,0,1.630434783,1540181.653,NA,NA,2,10,410.7151074,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_16wk_Grp 3: PaMZ_LG A,6400,mouse,On Treatment,112,112,0,1.630434783,2488073.193,NA,NA,2,10,663.4861848,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_16wk_Grp 3: PaMZ_LG B,6401,mouse,On Treatment,112,112,0,1.630434783,1203052.413,NA,NA,2,10,320.8139767,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_16wk_Grp 3: PaMZ_LG C,6402,mouse,On Treatment,112,112,0,1.630434783,6472557.684,NA,NA,2,10,1726.015383,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_16wk_Grp 3: PaMZ_LG D,6403,mouse,On Treatment,112,112,0,1.630434783,1458822.68,NA,NA,2,10,389.0193813,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_16wk_Grp 3: PaMZ_LG E,6404,mouse,On Treatment,112,112,0,1.630434783,1252193.93,NA,NA,2,10,333.9183813,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_16wk_Grp 3: PaMZ_LG F,6405,mouse,On Treatment,112,112,0,1.630434783,2432031.783,NA,NA,2,10,648.5418089,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_20wk_Grp 2: 3HR_LG A,6628,mouse,On Treatment,140,140,0,1.630434783,11085718.48,NA,NA,2,10,2956.191593,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_20wk_Grp 2: 3HR_LG B,6629,mouse,On Treatment,140,140,0,1.630434783,8755139.526,NA,NA,2,10,2334.703873,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_20wk_Grp 2: 3HR_LG C,6630,mouse,On Treatment,140,140,0,1.630434783,2341946.532,NA,NA,2,10,624.5190751,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_20wk_Grp 2: 3HR_LG D,6631,mouse,On Treatment,140,140,0,1.630434783,14575842.58,NA,NA,2,10,3886.891355,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_20wk_Grp 2: 3HR_LG E,6632,mouse,On Treatment,140,140,0,1.630434783,7362923.379,NA,NA,2,10,1963.446234,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,HRZE,Gates-BC-Rel-01_20wk_Grp 2: 3HR_LG F,6633,mouse,On Treatment,140,140,0,1.630434783,10298486.92,NA,NA,2,10,2746.263178,2,17.38476672,16.85147642,17.91805701,20.83078329,20.297493,21.36407358
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_20wk_Grp 3: PaMZ_LG A,6634,mouse,On Treatment,140,140,0,1.630434783,16373930.48,NA,NA,2,10,4366.381462,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_20wk_Grp 3: PaMZ_LG B,6635,mouse,On Treatment,140,140,0,1.630434783,11873561.12,NA,NA,2,10,3166.282965,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_20wk_Grp 3: PaMZ_LG C,6636,mouse,On Treatment,140,140,0,1.630434783,9836884.161,NA,NA,2,10,2623.169109,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_20wk_Grp 3: PaMZ_LG D,6637,mouse,On Treatment,140,140,0,1.630434783,30061818.15,NA,NA,2,10,8016.484843,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_20wk_Grp 3: PaMZ_LG E,6638,mouse,On Treatment,140,140,0,1.630434783,4067462.118,NA,NA,2,10,1084.656564,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Gates-BC-Rel-01,PaMZ,Gates-BC-Rel-01_20wk_Grp 3: PaMZ_LG F,6639,mouse,On Treatment,140,140,0,1.630434783,3878330.838,NA,NA,2,10,1034.221557,2,10.98338088,8.982932151,12.98382961,13.16051177,11.16006304,15.1609605
Crush-TB-Substudy,PreRx,Day_0_Mouse_1,7205,mouse,,0,0,0,15750001,5042322450,NA,NA,2,10,1344619.32,2,NA,NA,NA,NA,NA,NA
Crush-TB-Substudy,PreRx,Day_0_Mouse_2,7206,mouse,,0,0,0,16500001,3724624860,NA,NA,2,10,993233.2956,2,NA,NA,NA,NA,NA,NA
Crush-TB-Substudy,PreRx,Day_0_Mouse_3,7207,mouse,,0,0,0,15000001,5672106207,NA,NA,2,10,1512561.656,2,NA,NA,NA,NA,NA,NA
Crush-TB-Substudy,PreRx,Day_0_Mouse_4,7208,mouse,,0,0,0,23250001,6971121702,NA,NA,2,10,1858965.787,2,NA,NA,NA,NA,NA,NA
Crush-TB-Substudy,PreRx,Day_0_Mouse_5,7209,mouse,,0,0,0,26250001,8703276057,NA,NA,2,10,2320873.615,2,NA,NA,NA,NA,NA,NA
Crush-TB-Substudy,HRZE,Week_2_RHZE_Mouse_1,7210,mouse,On Treatment,14,14,0,3150001,2128579854,NA,NA,2,10,567621.2943,2,16.13589565,15.75031929,16.52147202,19.33436042,18.94878406,19.71993679
Crush-TB-Substudy,HRZE,Week_2_RHZE_Mouse_2,7211,mouse,On Treatment,14,14,0,2775001,2484867009,NA,NA,2,10,662631.2025,2,16.13589565,15.75031929,16.52147202,19.33436042,18.94878406,19.71993679
Crush-TB-Substudy,HRZE,Week_2_RHZE_Mouse_3,7212,mouse,On Treatment,14,14,0,843751,986533436.1,NA,NA,2,10,263075.5829,2,16.13589565,15.75031929,16.52147202,19.33436042,18.94878406,19.71993679
Crush-TB-Substudy,HRZE,Week_2_RHZE_Mouse_4,7213,mouse,On Treatment,14,14,0,3450001,2247040656,NA,NA,2,10,599210.8417,2,16.13589565,15.75031929,16.52147202,19.33436042,18.94878406,19.71993679
Crush-TB-Substudy,HRZE,Week_2_RHZE_Mouse_5,7214,mouse,On Treatment,14,14,0,4950001,3072086664,NA,NA,2,10,819223.1102,2,16.13589565,15.75031929,16.52147202,19.33436042,18.94878406,19.71993679
Crush-TB-Substudy,PZM,Week_2_PZM_Mouse_1,7215,mouse,On Treatment,14,14,0,615001,2252049313,NA,NA,2,10,600546.4835,2,7.750889818,5.782157589,9.719622047,9.287274816,7.318542587,11.25600705
Crush-TB-Substudy,PZM,Week_2_PZM_Mouse_2,7216,mouse,On Treatment,14,14,0,982501,2778019012,NA,NA,2,10,740805.0697,2,7.750889818,5.782157589,9.719622047,9.287274816,7.318542587,11.25600705
Crush-TB-Substudy,PZM,Week_2_PZM_Mouse_3,7217,mouse,On Treatment,14,14,0,1132501,2135779378,NA,NA,2,10,569541.1673,2,7.750889818,5.782157589,9.719622047,9.287274816,7.318542587,11.25600705
Crush-TB-Substudy,PZM,Week_2_PZM_Mouse_4,7218,mouse,On Treatment,14,14,0,810001,1998792785,NA,NA,2,10,533011.4094,2,7.750889818,5.782157589,9.719622047,9.287274816,7.318542587,11.25600705
Crush-TB-Substudy,PZM,Week_2_PZM_Mouse_5,7219,mouse,On Treatment,14,14,0,903751,2009918798,NA,NA,2,10,535978.3462,2,7.750889818,5.782157589,9.719622047,9.287274816,7.318542587,11.25600705
Crush-TB-Substudy,BZM,Week_2_BZM_Mouse_1,7220,mouse,On Treatment,14,14,0,232501,80569830.9,NA,NA,2,10,21485.28824,2,6.154657748,5.994652248,6.314663248,7.37463688,7.21463138,7.53464238
Crush-TB-Substudy,BZM,Week_2_BZM_Mouse_2,7221,mouse,On Treatment,14,14,0,255001,330719337.9,NA,NA,2,10,88191.82346,2,6.154657748,5.994652248,6.314663248,7.37463688,7.21463138,7.53464238
Crush-TB-Substudy,BZM,Week_2_BZM_Mouse_3,7222,mouse,On Treatment,14,14,0,121876,301364996.4,NA,NA,2,10,80363.99906,2,6.154657748,5.994652248,6.314663248,7.37463688,7.21463138,7.53464238
Crush-TB-Substudy,BZM,Week_2_BZM_Mouse_4,7223,mouse,On Treatment,14,14,0,382501,619062096.9,NA,NA,2,10,165083.2258,2,6.154657748,5.994652248,6.314663248,7.37463688,7.21463138,7.53464238
Crush-TB-Substudy,BZM,Week_2_BZM_Mouse_5,7224,mouse,On Treatment,14,14,0,128251,423204616.2,NA,NA,2,10,112854.5643,2,6.154657748,5.994652248,6.314663248,7.37463688,7.21463138,7.53464238
Crush-TB-Substudy,BZMRb,Week_2_BZM_RB_Mouse_1,7225,mouse,On Treatment,14,14,0,76501,575696202.9,NA,NA,2,10,153518.9874,2,5.071101011,4.690120628,5.452081395,6.076297021,5.695316637,6.457277405
Crush-TB-Substudy,BZMRb,Week_2_BZM_RB_Mouse_2,7226,mouse,On Treatment,14,14,0,390001,798640323.6,NA,NA,2,10,212970.7529,2,5.071101011,4.690120628,5.452081395,6.076297021,5.695316637,6.457277405
Crush-TB-Substudy,BZMRb,Week_2_BZM_RB_Mouse_3,7227,mouse,On Treatment,14,14,0,292501,540099744.6,NA,NA,2,10,144026.5986,2,5.071101011,4.690120628,5.452081395,6.076297021,5.695316637,6.457277405
Crush-TB-Substudy,BZMRb,Week_2_BZM_RB_Mouse_4,7228,mouse,On Treatment,14,14,0,99376,196976159.7,NA,NA,2,10,52526.97593,2,5.071101011,4.690120628,5.452081395,6.076297021,5.695316637,6.457277405
Crush-TB-Substudy,BZMRb,Week_2_BZM_RB_Mouse_5,7229,mouse,On Treatment,14,14,0,87001,210539947.4,NA,NA,2,10,56143.98596,2,5.071101011,4.690120628,5.452081395,6.076297021,5.695316637,6.457277405
Crush-TB-Substudy,HRZE,Month_1_RHZE_Mouse_1,7230,mouse,On Treatment,28,28,0,92001,138282699.6,NA,NA,2,10,36875.38656,2,16.13589565,15.75031929,16.52147202,19.33436042,18.94878406,19.71993679
Crush-TB-Substudy,HRZE,Month_1_RHZE_Mouse_2,7231,mouse,On Treatment,28,28,0,37126,160759827.6,NA,NA,2,10,42869.28736,2,16.13589565,15.75031929,16.52147202,19.33436042,18.94878406,19.71993679
Crush-TB-Substudy,HRZE,Month_1_RHZE_Mouse_3,7232,mouse,On Treatment,28,28,0,47626,186875908.4,NA,NA,2,10,49833.57556,2,16.13589565,15.75031929,16.52147202,19.33436042,18.94878406,19.71993679
